date,ave_flot_air_flow,ave_flot_level,iron_feed,starch_flow,amina_flow,ore_pulp_flow,ore_pulp_pH,ore_pulp_density
2017-05-14 13:00:00,0.04133904919907039,0.24006514141845547,0.9219098616688981,0.65273883536825,0.6050669240707276,0.5211370966425122,0.47969513612381576,0.9122954411355328
2017-07-04 10:00:00,0.9269223433544962,0.197225938486145,0.4788041053101366,0.4518998382051871,0.6538894552106496,0.42325013275947754,0.47150268970071973,0.5368890664576931
2017-05-05 17:00:00,0.03493393028487368,0.24014423542598917,0.5818830879071777,0.5192788985933015,0.5066687831674175,0.6719721240846397,0.36181061895023703,0.5358464660918969
2017-07-27 16:00:00,0.4935946971039673,0.41975364397934545,0.628737170905836,0.4858407205488924,0.6822625701087666,0.6540104276935281,0.3713656840332664,0.7097036113271562
2017-07-12 12:00:00,0.049298250369590235,0.5775235396345275,0.419901829540384,0.49464057889766677,0.42567218333409085,0.5949231745573869,0.4551587635054508,0.641777093045909
2017-05-28 17:00:00,0.9001874774852219,0.5669435579431767,0.9219098616688981,0.6238205870248207,0.21766100372515595,0.5835728503635025,0.8434601807670914,0.5154718018671494
2017-05-18 18:00:00,0.04551484800831851,0.23695124429383307,0.9219098616688981,0.6411227506498954,0.5556193017889886,0.49942648228040554,0.495756343963321,0.6427662380539703
2017-07-01 12:00:00,0.9236346616371751,0.42312960002255195,0.5948237394020521,0.6394728435651273,0.7428030693623235,0.5405308356607748,0.5822730072649245,0.6979390148266518
2017-07-04 01:00:00,0.9281229842490664,0.20313779868345516,0.549754573850955,0.5384784804789299,0.619068796779912,0.6860103825035111,0.6925038308123481,0.6684378422727457
2017-07-27 10:00:00,0.48460819045407,0.5166654614786133,0.628737170905836,0.22302113962153525,0.26247127155638506,0.6485354742895453,0.8499073680370621,0.43083186958639086
2017-05-19 13:00:00,0.9249139976933609,0.29069582532085136,0.9219098616688981,0.5783440593003308,0.45016690462256936,0.5964661270918725,0.5517191838387063,0.5238790926558377
